,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
7563,36,1,1,0,0,2079,1,1,2,19,8,403,2,-1,0,3,no
7406,26,4,0,2,0,667,0,0,1,19,6,177,2,-1,0,3,no
4334,25,9,2,1,0,4718,0,0,0,24,5,709,1,-1,0,3,yes
6586,50,9,0,1,0,8016,0,0,0,17,5,903,4,-1,0,3,no
1800,44,7,1,1,0,-395,1,0,0,5,8,894,1,-1,0,3,yes
6719,57,2,1,1,1,-525,0,1,0,25,5,337,1,-1,0,3,no
2382,82,5,1,0,0,8603,0,0,0,7,5,429,1,-1,0,3,yes
6606,46,2,1,1,0,0,0,1,0,18,5,115,1,-1,0,3,no
5821,28,1,2,1,0,39,0,0,0,31,5,22,7,-1,0,3,no
2850,72,5,1,1,0,0,0,0,0,29,10,189,3,-1,0,3,yes
8191,24,9,2,1,0,-126,1,1,2,13,8,382,2,-1,0,3,no
4197,25,9,2,2,0,1231,0,0,0,31,1,271,2,-1,0,3,yes
6680,35,0,1,1,0,786,0,1,0,25,5,322,1,-1,0,3,no
10789,50,4,2,1,0,4527,1,0,0,14,8,140,1,-1,0,3,no
6333,40,0,1,1,0,523,1,1,2,8,8,598,3,-1,0,3,no
125,35,1,1,0,0,994,1,0,2,23,8,1349,8,-1,0,3,yes
10044,22,0,2,1,0,-1,1,0,2,9,8,136,1,-1,0,3,no
1459,44,6,2,2,0,1367,1,0,0,13,0,1232,3,146,1,1,yes
4427,29,4,1,1,0,231,0,0,0,14,8,1075,1,14,1,0,yes
5836,45,4,1,1,0,5888,1,0,2,26,8,45,5,-1,0,3,no
3461,76,6,1,3,0,4984,0,0,1,28,0,403,1,182,1,2,yes
2186,30,6,2,2,0,3343,0,0,0,1,6,235,1,-1,0,3,yes
7415,31,9,1,1,1,-463,1,0,2,28,8,210,1,-1,0,3,no
6703,39,1,1,1,0,171,1,1,0,8,8,153,1,353,1,0,no
3223,46,4,1,2,0,349,0,0,0,15,3,295,2,616,1,0,yes
6323,26,4,2,2,0,3,1,0,0,23,5,106,1,-1,0,3,no
1060,40,0,1,0,0,72,1,1,0,21,9,849,1,-1,0,3,yes
5910,49,7,1,1,0,1114,0,0,0,17,9,283,1,-1,0,3,no
9088,50,0,2,1,0,3702,0,0,0,16,10,109,5,-1,0,3,no
1906,46,9,1,1,0,3,1,1,0,12,8,614,3,-1,0,3,yes
1929,34,1,1,1,0,496,1,0,0,13,8,333,1,-1,0,3,yes
1402,50,4,1,2,0,414,1,0,0,3,0,707,1,302,3,0,yes
3996,60,0,1,1,0,3735,0,0,0,22,11,183,1,184,11,2,yes
3599,39,7,1,1,0,323,0,0,0,9,6,874,2,188,6,0,yes
969,58,4,0,2,0,5037,1,0,0,18,9,1437,2,-1,0,3,yes
9114,34,2,1,1,0,3119,1,0,2,21,8,250,4,-1,0,3,no
8307,39,1,2,1,0,522,1,0,1,14,8,225,7,350,2,0,no
5937,45,9,1,1,0,3395,1,0,0,18,9,92,1,188,1,0,no
6895,50,9,2,1,0,-97,1,0,0,8,0,425,1,306,2,0,no
9294,39,3,1,1,0,1444,0,0,0,19,9,100,1,117,8,2,no
3693,38,0,1,1,0,1767,1,0,0,9,5,483,4,239,7,2,yes
9606,48,9,1,1,0,-205,1,1,0,9,5,112,1,-1,0,3,no
7034,59,4,1,2,1,782,0,1,0,13,1,127,2,-1,0,3,no
10988,32,1,2,1,0,760,1,0,0,16,0,445,1,148,2,1,no
5157,23,8,2,1,0,107,0,0,0,14,10,84,1,183,1,2,yes
4597,33,1,0,3,1,-274,1,1,0,17,0,715,2,329,2,0,yes
4359,36,4,1,2,0,254,0,0,0,3,3,303,2,-1,0,3,yes
10159,39,2,1,1,0,283,1,0,2,26,8,126,2,-1,0,3,no
2438,40,4,1,2,0,0,0,0,0,6,1,131,2,98,6,2,yes
3564,28,9,1,1,0,742,0,0,0,26,8,236,1,-1,0,3,yes
5100,28,0,2,3,0,24,1,0,0,18,5,415,2,-1,0,3,yes
7448,34,1,2,2,0,1168,0,0,0,6,3,163,2,-1,0,3,no
8538,21,1,2,1,0,2265,0,0,0,27,8,156,4,99,2,2,no
5339,49,2,2,1,0,5802,0,0,0,12,1,175,3,104,2,2,no
965,54,4,0,2,0,2171,1,1,1,18,9,1034,1,-1,0,3,yes
2398,71,5,1,2,0,4388,0,0,0,8,5,896,2,-1,0,3,yes
5985,35,4,1,2,0,1471,1,1,0,13,1,236,3,-1,0,3,no
373,36,2,0,2,0,776,0,1,0,7,5,722,3,-1,0,3,yes
2302,51,6,1,3,0,2094,0,0,0,8,6,458,6,-1,0,3,yes
3285,28,9,2,1,0,598,1,0,0,2,7,177,1,288,2,0,yes
3724,60,5,0,2,0,979,1,0,0,15,5,346,1,181,4,2,yes
8747,24,6,2,2,0,91,1,0,0,15,8,134,2,-1,0,3,no
3103,48,0,0,1,0,1180,0,0,0,27,4,142,1,238,3,1,yes
542,37,0,1,1,0,1110,1,0,1,22,5,802,11,-1,0,3,yes
4494,46,9,1,1,0,3434,0,1,0,8,6,148,2,101,1,2,yes
5002,73,5,1,0,0,5539,0,0,1,6,1,338,1,-1,0,3,yes
6735,29,1,1,1,0,339,1,0,0,15,8,63,3,354,2,0,no
2950,23,8,2,1,0,1234,0,0,0,16,9,250,1,-1,0,3,yes
3337,74,5,1,2,0,1843,0,0,0,15,7,192,1,185,2,2,yes
9626,25,0,2,2,0,1141,1,0,0,5,8,718,1,347,1,0,no
2174,49,0,1,1,0,0,0,0,0,1,6,1460,1,-1,0,3,yes
3264,48,3,1,2,0,5473,0,0,0,24,3,127,2,184,2,2,yes
2468,61,6,0,2,0,52587,0,0,0,10,1,290,1,-1,0,3,yes
10312,34,4,2,2,0,747,0,0,0,31,1,72,2,98,1,0,no
4490,33,4,2,3,0,1534,1,0,0,11,5,1041,2,-1,0,3,yes
489,33,6,0,1,0,1904,1,0,0,17,5,1584,2,-1,0,3,yes
7300,28,8,2,1,0,154,1,0,2,20,8,21,9,-1,0,3,no
876,53,1,1,0,0,5603,0,0,0,28,1,2372,6,-1,0,3,yes
4653,31,4,2,1,0,1088,1,0,0,8,0,575,2,-1,0,3,yes
6552,61,9,1,0,0,2282,0,0,0,25,9,1092,1,-1,0,3,no
3027,27,8,2,1,0,538,0,0,0,18,2,170,4,197,2,2,yes
710,50,9,1,1,0,3176,0,0,0,7,1,670,1,-1,0,3,yes
586,51,10,1,0,0,1162,1,0,0,25,5,2015,1,-1,0,3,yes
8900,38,4,1,2,0,676,0,0,0,15,8,59,3,-1,0,3,no
1226,40,1,1,1,0,5060,0,0,0,10,3,154,2,93,1,2,yes
2185,48,4,1,2,0,3842,0,0,0,1,6,215,2,-1,0,3,yes
8697,35,6,0,1,0,3443,0,0,0,30,5,409,4,-1,0,3,no
5533,30,9,2,1,0,167,0,0,2,14,11,9,1,-1,0,3,no
9730,35,9,1,2,0,633,1,1,0,2,3,76,3,5,3,1,no
4238,35,4,2,2,0,471,0,0,0,5,6,276,2,-1,0,3,yes
8519,55,4,1,3,0,179,0,0,2,19,6,97,1,-1,0,3,no
5548,35,9,1,1,0,0,1,0,0,6,0,139,1,-1,0,3,no
6022,32,9,1,0,0,62,1,1,2,13,8,120,1,-1,0,3,no
1538,53,9,1,1,0,5303,1,0,1,17,0,320,3,180,1,2,yes
4911,34,0,1,1,0,48,1,0,0,7,8,1806,2,287,3,1,yes
5012,47,0,2,1,0,3696,0,0,0,12,5,250,2,181,4,2,yes
9544,40,9,1,2,0,1063,1,1,0,19,1,264,2,-1,0,3,no
5776,35,7,1,1,0,0,1,0,0,30,5,251,3,-1,0,3,no
6858,36,4,2,2,0,219,0,0,0,3,3,22,6,196,6,0,no
720,44,9,2,1,0,7138,0,0,0,8,1,809,2,-1,0,3,yes
8031,29,4,1,2,0,-6,1,0,2,9,8,324,1,-1,0,3,no
10219,39,4,2,1,0,120,0,0,2,12,6,66,1,-1,0,3,no
3190,39,9,0,1,0,902,1,0,0,10,3,691,2,180,5,0,yes
8335,65,5,1,1,0,23421,0,0,0,2,3,432,1,-1,0,3,no
6307,29,0,2,1,0,488,1,0,0,4,6,105,1,-1,0,3,no
4259,54,9,2,2,0,118,0,0,0,5,0,280,1,-1,0,3,yes
3698,35,6,1,2,0,2427,0,0,0,12,5,210,3,158,7,1,yes
6641,36,0,1,1,0,465,1,0,2,20,8,160,1,-1,0,3,no
9013,35,4,2,1,0,73,1,0,2,28,8,79,2,-1,0,3,no
7829,38,1,1,1,0,0,0,0,2,20,6,152,5,-1,0,3,no
706,60,4,1,2,0,0,0,0,0,7,1,401,3,-1,0,3,yes
8021,43,7,1,2,0,519,1,0,0,18,8,715,6,-1,0,3,no
2457,42,7,2,1,0,3403,1,0,0,7,1,215,1,99,1,0,yes
8325,49,4,1,2,0,2139,0,0,0,5,1,278,1,-1,0,3,no
693,40,4,2,2,0,0,0,0,0,6,1,641,6,-1,0,3,yes
5423,41,0,1,1,0,-76,1,0,0,16,0,263,1,-1,0,3,no
7962,31,4,2,2,0,4331,1,0,0,22,5,318,1,-1,0,3,no
8293,23,4,2,2,0,2605,1,0,2,7,8,278,6,-1,0,3,no
10415,51,1,1,3,0,0,1,0,1,7,8,10,4,-1,0,3,no
1757,47,9,1,1,0,335,0,0,0,4,8,417,1,76,1,2,yes
4912,50,2,1,0,0,461,1,0,2,15,8,651,32,-1,0,3,yes
6285,43,3,1,1,0,150,0,0,1,28,5,290,7,-1,0,3,no
7017,33,9,2,1,0,177,1,0,2,23,8,293,1,-1,0,3,no
2916,42,9,1,1,0,994,1,0,0,12,9,227,3,93,6,2,yes
430,26,4,2,2,0,45,0,0,0,10,5,1187,3,-1,0,3,yes
10439,58,5,0,1,0,0,0,0,2,17,6,436,5,-1,0,3,no
4790,26,4,2,2,0,3944,1,0,0,14,8,974,2,-1,0,3,yes
8951,52,5,1,2,0,350,0,1,0,9,5,156,1,-1,0,3,no
4872,42,4,1,0,0,5310,1,0,0,25,9,968,2,97,4,2,yes
5437,32,4,2,2,0,307,0,0,0,25,4,96,1,201,3,2,no
1594,39,0,1,2,0,1108,0,0,0,21,0,204,1,-1,0,3,yes
9657,44,1,1,1,0,2885,1,0,2,30,8,63,3,-1,0,3,no
6989,41,1,1,1,0,2067,1,0,2,20,6,120,4,-1,0,3,no
8533,36,9,2,2,0,268,0,0,0,29,1,54,12,-1,0,3,no
10852,39,7,1,1,0,208,0,1,0,9,3,122,2,-1,0,3,no
10745,39,4,1,2,0,756,1,0,2,2,6,268,1,-1,0,3,no
592,30,4,1,2,0,1221,1,0,1,25,5,279,4,-1,0,3,yes
7975,35,9,0,2,0,0,1,0,2,15,8,759,1,-1,0,3,no
4691,42,4,2,2,0,7560,0,0,0,28,4,132,1,-1,0,3,yes
3000,59,10,1,1,0,957,0,0,0,9,2,479,2,-1,0,3,yes
10080,41,4,1,2,0,3016,1,0,0,14,5,80,3,-1,0,3,no
4634,28,4,2,2,0,1287,1,0,0,26,3,65,1,-1,0,3,yes
9291,31,4,2,2,0,2007,1,0,2,20,8,253,1,-1,0,3,no
4622,51,0,1,2,0,0,1,1,0,8,7,124,2,-1,0,3,yes
2599,72,5,1,1,0,1129,0,0,0,26,1,186,1,-1,0,3,yes
804,32,9,2,1,0,0,0,0,0,18,1,594,4,-1,0,3,yes
3184,36,8,2,3,0,417,0,0,0,10,3,151,1,-1,0,3,yes
10608,41,2,1,1,0,353,0,0,0,19,9,90,2,-1,0,3,no
475,43,1,1,1,0,184,0,1,0,16,5,1019,11,-1,0,3,yes
4985,53,5,1,1,0,665,1,0,0,22,0,371,2,-1,0,3,yes
7920,51,9,1,1,0,2,1,1,0,4,3,71,1,205,3,0,no
7673,32,0,2,2,0,272,1,0,0,7,10,73,2,-1,0,3,no
2225,27,0,2,1,0,261,1,1,0,3,6,592,4,-1,0,3,yes
9644,42,9,1,1,0,2,0,0,2,29,8,249,2,-1,0,3,no
3755,34,9,2,1,0,1279,1,0,0,22,5,174,2,160,8,1,yes
2098,43,7,1,1,0,2145,0,0,0,22,8,271,1,183,3,0,yes
9382,48,4,1,2,0,7867,1,1,2,30,8,306,3,-1,0,3,no
3422,22,7,2,1,0,129,0,0,0,15,0,218,2,181,1,2,yes
10149,48,4,1,2,0,3842,0,0,0,1,10,168,1,122,2,2,no
7803,33,1,2,0,0,777,0,0,0,7,5,263,1,-1,0,3,no
4887,43,6,2,3,0,3173,0,0,2,15,8,746,1,-1,0,3,yes
4950,49,7,0,1,0,947,0,0,2,20,6,808,2,-1,0,3,yes
7667,57,7,1,0,0,1728,1,0,1,16,5,164,1,-1,0,3,no
2102,43,4,0,3,0,7702,0,0,0,22,8,460,1,95,2,2,yes
5083,27,0,1,2,0,73,0,0,0,10,3,159,1,-1,0,3,yes
4972,36,7,1,3,0,618,0,0,0,13,5,360,1,335,2,2,yes
4164,36,9,1,2,0,376,0,0,0,16,11,173,1,-1,0,3,yes
4495,32,0,1,1,0,35,0,0,0,17,2,324,3,126,3,2,yes
7945,34,9,2,1,0,559,0,0,0,22,1,259,2,-1,0,3,no
4640,25,9,2,1,0,4859,0,0,0,12,4,227,1,-1,0,3,yes
810,54,1,1,1,0,548,0,0,0,18,1,520,7,-1,0,3,yes
5150,25,9,2,1,0,102,0,1,0,8,5,574,2,-1,0,3,yes
180,37,4,0,1,0,16,1,0,2,30,8,638,1,-1,0,3,yes
394,26,1,2,1,1,81,0,1,0,8,5,803,2,-1,0,3,yes
1747,30,0,2,2,0,305,0,0,0,30,0,633,1,85,2,2,yes
5936,39,1,1,1,0,284,1,1,0,17,0,1426,2,318,6,0,no
1857,47,1,0,0,0,603,1,1,0,8,8,1080,1,-1,0,3,yes
6426,30,1,2,1,0,-93,1,0,2,27,8,149,2,-1,0,3,no
1585,35,4,2,2,0,704,0,0,0,21,0,164,1,-1,0,3,yes
4484,29,7,2,2,0,1788,0,0,0,27,10,353,1,-1,0,3,yes
4488,30,0,2,1,0,1309,0,0,0,28,4,622,1,-1,0,3,yes
105,31,0,2,1,0,431,1,1,2,20,8,1045,1,-1,0,3,yes
4000,25,4,2,2,0,3902,0,0,0,23,11,856,1,-1,0,3,yes
10059,41,9,1,2,0,585,1,0,1,20,0,60,1,-1,0,3,no
8953,38,1,1,1,0,2008,1,0,0,18,9,354,1,-1,0,3,no
7422,39,0,0,1,0,765,0,0,2,9,6,155,3,-1,0,3,no
9821,35,1,0,0,0,13,0,1,0,9,5,364,1,-1,0,3,no
4909,44,0,1,1,0,205,0,0,0,3,9,289,1,-1,0,3,yes
7994,41,9,1,2,0,0,0,0,2,20,6,95,1,-1,0,3,no
5861,49,9,1,0,0,486,0,0,1,7,5,229,5,-1,0,3,no
1497,37,9,1,1,0,1762,0,0,0,16,0,334,2,-1,0,3,yes
3397,57,5,1,3,0,230,0,0,0,6,0,177,2,210,3,0,yes
5640,64,5,0,1,0,630,0,0,0,21,1,97,1,-1,0,3,no
9072,40,1,1,0,0,-322,1,1,2,6,8,144,1,-1,0,3,no
4729,63,5,0,0,0,109,0,0,0,10,9,406,2,-1,0,3,yes
8421,40,1,1,0,0,332,1,0,0,12,8,339,2,369,3,0,no
4963,27,1,2,1,0,2486,1,0,2,29,8,733,1,-1,0,3,yes
6842,30,9,1,1,0,2278,0,1,1,19,9,47,1,-1,0,3,no
8865,38,1,1,1,0,-40,1,0,2,23,8,227,1,-1,0,3,no
4333,57,9,0,2,0,126,0,0,1,4,6,166,2,-1,0,3,yes
243,43,1,2,1,0,318,1,0,2,5,6,736,2,-1,0,3,yes
10017,55,2,1,2,0,323,1,1,0,13,8,200,1,-1,0,3,no
107,36,1,1,0,0,408,1,1,2,20,8,1063,2,-1,0,3,yes
10289,34,3,1,2,0,11219,0,0,0,25,8,112,1,-1,0,3,no
7170,32,0,0,1,0,1611,1,1,2,13,8,93,1,-1,0,3,no
6452,27,9,2,1,0,740,1,0,0,5,8,294,1,-1,0,3,no
2477,48,10,0,1,0,201,0,0,0,11,1,140,1,-1,0,3,yes
3962,58,4,1,2,0,0,0,0,0,14,11,358,2,-1,0,3,yes
1326,57,4,1,2,0,256,0,0,0,6,7,227,1,-1,0,3,yes
7610,38,4,1,2,0,0,1,0,2,20,6,211,2,-1,0,3,no
354,43,4,1,2,0,149,1,0,2,23,6,662,2,-1,0,3,yes
7420,50,2,1,1,0,78,0,0,1,4,6,143,1,-1,0,3,no
4393,60,9,0,1,0,367,0,0,0,16,1,318,2,-1,0,3,yes
5465,36,1,1,0,0,21,0,0,1,20,9,35,1,-1,0,3,no
8129,50,2,1,1,0,1857,0,1,2,19,6,26,2,-1,0,3,no
4615,34,1,1,1,0,243,1,0,0,18,8,507,1,-1,0,3,yes
8950,47,6,1,1,0,318,0,0,0,21,9,83,1,-1,0,3,no
3801,63,4,1,2,0,2785,0,0,0,2,1,341,2,392,3,2,yes
10193,32,9,2,2,0,1710,1,0,0,15,8,439,1,175,3,1,no
5628,39,4,1,2,0,208,0,0,0,20,1,170,4,-1,0,3,no
306,36,2,1,2,0,3057,0,0,2,16,6,2769,4,-1,0,3,yes
9281,76,5,1,3,0,992,0,0,0,27,10,139,2,-1,0,3,no
4245,44,9,2,2,0,2033,0,0,0,3,11,444,1,99,1,0,yes
3923,48,4,1,2,0,0,1,0,0,6,11,194,2,125,6,0,yes
7466,58,4,2,2,0,1387,1,0,1,3,3,140,6,6,6,1,no
1924,39,1,1,1,0,462,1,0,0,13,8,590,1,-1,0,3,yes
9583,38,1,2,3,0,495,1,0,2,8,8,297,1,-1,0,3,no
7229,55,0,1,1,0,420,1,0,2,30,8,41,3,-1,0,3,no
6555,34,9,2,2,0,184,1,0,0,30,5,87,3,-1,0,3,no
5399,52,4,1,0,0,0,0,0,2,5,6,85,3,-1,0,3,no
7295,29,9,2,1,0,1856,1,1,0,18,8,134,1,-1,0,3,no
7988,55,7,0,1,0,322,1,0,0,28,4,342,1,-1,0,3,no
8559,41,1,2,0,0,0,1,0,2,16,8,522,5,-1,0,3,no
303,51,1,1,1,0,33,0,1,2,16,6,721,3,-1,0,3,yes
9268,27,8,2,3,0,468,0,0,0,4,3,270,2,-1,0,3,no
8141,31,0,2,1,0,162,1,0,2,28,8,247,1,-1,0,3,no
3469,45,0,1,1,0,3006,0,0,0,29,0,388,2,-1,0,3,yes
2320,43,4,1,2,0,3518,0,0,0,15,6,181,2,-1,0,3,yes
9927,44,1,2,0,0,0,1,0,0,24,5,184,1,-1,0,3,no
4373,47,4,2,2,0,159,0,0,1,29,10,220,3,155,3,1,yes
9991,53,4,1,2,0,1348,0,1,0,17,5,120,3,-1,0,3,no
7681,30,1,0,0,0,1,1,0,2,6,6,63,9,-1,0,3,no
6950,40,1,1,0,0,0,0,0,0,24,5,313,1,-1,0,3,no
2554,31,4,1,2,0,537,1,0,0,18,1,216,1,-1,0,3,yes
8689,31,9,2,1,0,2388,0,0,0,5,1,123,1,-1,0,3,no
7639,28,0,1,1,0,934,1,0,2,4,5,53,2,-1,0,3,no
6516,51,0,1,0,0,1330,1,0,2,15,8,415,8,-1,0,3,no
1447,30,4,2,2,0,2544,0,0,0,9,0,152,2,-1,0,3,yes
1234,37,0,1,1,0,1314,1,0,0,12,3,118,4,210,3,0,yes
4088,70,5,1,1,0,0,0,0,0,27,10,258,1,92,5,2,yes
8604,58,0,1,1,0,1464,1,1,2,5,6,53,29,-1,0,3,no
7388,58,1,1,0,0,494,0,0,0,14,1,171,10,-1,0,3,no
9828,45,0,1,1,0,6971,0,0,0,22,8,119,1,-1,0,3,no
6311,56,5,1,0,0,152,1,1,0,30,5,65,7,-1,0,3,no
10718,59,2,1,0,0,0,0,0,2,19,6,239,1,-1,0,3,no
9006,25,7,1,1,0,4522,1,0,0,18,8,177,4,-1,0,3,no
331,41,1,1,0,0,246,0,0,2,19,6,683,3,-1,0,3,yes
5503,33,4,1,2,0,322,1,0,0,16,0,77,3,-1,0,3,no
2664,76,5,0,0,0,802,0,0,0,9,11,475,5,-1,0,3,yes
2179,54,4,1,2,0,534,0,0,0,1,6,177,2,-1,0,3,yes
7518,54,4,1,2,0,588,0,0,0,13,1,327,1,-1,0,3,no
4951,22,8,2,1,0,71,0,0,0,13,5,337,1,181,2,2,yes
4109,25,8,2,1,0,358,0,0,0,16,9,330,1,-1,0,3,yes
11131,55,9,1,1,0,276,1,0,2,12,8,486,1,-1,0,3,no
3483,29,3,2,2,0,19,0,0,0,4,8,268,1,88,4,2,yes
4672,36,4,1,2,0,93,0,0,0,12,5,262,2,182,7,0,yes
2183,43,4,0,2,0,2367,0,0,0,1,6,114,1,38,2,1,yes
10636,47,1,1,1,0,3630,1,0,2,14,8,133,4,-1,0,3,no
83,24,9,2,1,0,409,1,0,2,16,8,912,1,-1,0,3,yes
8098,40,8,1,1,0,260,0,0,0,19,9,52,1,152,6,0,no
9085,30,4,2,2,0,3773,1,0,0,9,3,75,4,258,1,0,no
10142,39,4,2,2,0,1914,0,0,0,18,1,94,4,-1,0,3,no
1673,29,8,2,1,0,314,0,0,0,30,0,465,1,-1,0,3,yes
9629,27,7,1,1,0,0,1,0,0,23,5,198,13,-1,0,3,no
2275,27,0,1,1,0,897,0,0,0,5,6,397,1,-1,0,3,yes
8612,32,6,1,0,0,286,1,0,0,6,1,175,1,-1,0,3,no
5451,39,2,1,2,0,2644,1,0,2,20,8,253,1,-1,0,3,no
3990,46,4,0,2,0,624,0,0,0,17,11,336,2,183,2,2,yes
10295,32,6,1,2,0,14522,0,0,0,21,9,221,7,-1,0,3,no
7232,46,1,1,1,0,-27,1,0,0,11,8,254,1,-1,0,3,no
2633,31,6,2,2,0,3343,0,0,0,3,11,365,1,94,1,2,yes
3146,68,5,1,2,0,2812,0,0,0,3,3,279,2,181,1,0,yes
6905,51,9,1,1,0,564,0,1,0,8,5,187,2,-1,0,3,no
5615,47,1,1,0,0,-245,1,1,2,12,6,67,4,-1,0,3,no
5923,25,1,2,1,0,-250,1,0,2,13,8,456,1,-1,0,3,no
11057,31,4,0,2,0,-547,1,1,0,31,5,101,10,-1,0,3,no
6558,46,9,0,1,0,117,0,0,0,29,1,94,2,-1,0,3,no
1912,34,1,1,1,0,634,0,1,0,12,8,737,3,-1,0,3,yes
3690,69,5,1,1,0,2473,0,0,0,8,5,967,3,-1,0,3,yes
10426,60,3,0,0,0,1412,0,0,0,22,5,127,4,-1,0,3,no
5547,32,7,1,1,0,289,1,0,0,2,3,63,1,257,2,0,no
8297,81,5,0,0,0,4321,0,0,0,11,1,163,3,-1,0,3,no
7047,55,4,1,2,0,73,1,0,2,5,8,142,2,-1,0,3,no
7413,45,9,1,1,0,999,1,0,2,16,8,656,2,-1,0,3,no
10606,39,7,0,1,0,1957,1,1,0,20,9,47,1,-1,0,3,no
7019,36,7,1,1,0,380,1,0,2,20,8,26,1,-1,0,3,no
22,43,4,0,2,0,388,1,0,2,8,8,2087,2,-1,0,3,yes
8628,56,4,1,2,0,3120,1,0,0,7,1,666,2,-1,0,3,no
4465,45,9,1,2,0,377,1,0,2,19,6,835,3,-1,0,3,yes
10473,44,1,0,3,0,284,0,0,0,3,3,167,4,187,5,1,no
7821,34,6,2,1,0,1261,1,0,0,9,0,169,2,-1,0,3,no
3588,28,0,1,1,0,330,0,0,0,2,6,226,2,182,4,2,yes
5211,37,1,1,1,0,604,1,0,0,7,10,371,1,495,1,0,yes
10251,56,7,1,1,0,1150,0,1,0,17,9,107,1,117,3,0,no
2197,44,4,1,2,0,1954,0,0,0,2,6,294,1,-1,0,3,yes
10438,77,5,1,0,0,1492,0,0,1,1,11,663,1,208,2,1,no
2970,53,9,1,1,0,1982,1,1,0,27,9,160,1,-1,0,3,yes
9449,58,5,1,0,0,0,0,0,0,4,1,506,1,-1,0,3,no
299,36,7,1,1,0,981,0,0,2,16,6,1093,1,-1,0,3,yes
5145,33,4,2,2,0,935,0,0,0,9,3,385,2,92,8,2,yes
8327,57,1,1,0,1,195,0,1,1,30,5,185,4,-1,0,3,no
6070,33,10,2,1,0,682,0,0,0,5,3,251,1,-1,0,3,no
2348,22,8,2,3,0,466,0,0,0,30,6,377,1,-1,0,3,yes
5427,35,9,1,1,0,840,1,0,0,29,5,281,4,-1,0,3,no
8547,45,1,1,1,0,192,1,0,0,13,8,154,5,176,1,1,no
8938,42,4,0,2,0,742,1,0,2,5,8,58,3,-1,0,3,no
1188,54,7,1,3,0,0,1,0,0,5,3,686,2,267,1,1,yes
7772,42,3,1,0,0,1371,0,0,2,18,6,125,8,-1,0,3,no
10418,35,9,1,2,0,4,1,0,0,14,8,88,1,-1,0,3,no
5900,52,9,0,1,0,511,0,1,0,20,1,98,4,-1,0,3,no
2711,45,1,1,1,0,10252,0,0,0,22,11,173,1,141,2,2,yes
2900,33,4,1,2,0,22867,1,0,0,10,9,266,2,92,3,0,yes
6847,29,4,1,2,0,318,1,0,0,18,8,1434,2,356,4,0,no
117,31,4,2,2,0,825,1,0,2,21,8,506,2,-1,0,3,yes
10171,33,4,1,2,0,23,1,1,0,6,3,150,1,-1,0,3,no
472,31,10,0,2,0,256,1,0,0,16,5,873,2,-1,0,3,yes
9537,52,2,1,0,0,-104,0,1,0,10,5,124,1,-1,0,3,no
4401,34,4,2,3,0,6013,1,0,0,18,8,612,1,-1,0,3,yes
9336,44,1,1,1,0,1397,0,0,0,20,9,326,1,-1,0,3,no
2067,55,5,0,2,0,0,0,0,0,18,8,616,1,370,1,2,yes
2957,52,4,1,2,0,583,0,0,0,17,9,209,1,91,2,0,yes
3374,44,0,0,2,0,558,1,0,0,31,7,262,2,-1,0,3,yes
5459,46,10,1,1,0,-125,1,0,2,6,8,23,1,-1,0,3,no
9454,59,5,1,1,0,5744,0,0,2,18,6,632,1,-1,0,3,no
7164,39,9,2,1,0,1048,1,1,0,8,0,201,2,-1,0,3,no
1682,33,9,1,2,0,4401,0,0,0,30,0,439,1,-1,0,3,yes
6630,45,2,0,2,0,1273,1,1,0,20,9,206,2,162,3,0,no
10298,37,0,2,1,0,-261,0,1,0,10,5,259,1,-1,0,3,no
7514,52,7,1,1,0,2993,0,0,0,11,7,96,6,-1,0,3,no
5588,38,7,1,1,0,2669,1,0,0,20,0,208,2,-1,0,3,no
8905,36,9,1,2,0,1109,0,0,0,13,1,328,2,-1,0,3,no
5498,47,7,0,1,0,-288,1,0,2,28,8,107,7,-1,0,3,no
2754,83,5,2,0,0,1965,0,0,1,13,10,1003,3,-1,0,3,yes
10028,41,1,1,0,0,943,1,0,2,29,8,242,3,-1,0,3,no
699,50,0,1,1,0,706,1,0,0,6,1,1250,4,-1,0,3,yes
1415,26,6,2,1,0,3676,0,0,0,7,0,148,1,-1,0,3,yes
7596,42,1,1,3,0,0,0,0,2,26,8,270,2,-1,0,3,no
10904,45,7,2,1,0,482,1,1,2,30,8,637,2,-1,0,3,no
6308,32,8,2,3,0,4110,0,0,0,6,3,119,8,-1,0,3,no
2075,45,9,0,1,0,-357,1,1,0,18,8,618,1,355,2,0,yes
9166,32,1,2,1,0,5252,1,0,2,21,8,1162,2,-1,0,3,no
1952,32,9,2,2,0,0,1,1,0,13,8,440,2,-1,0,3,yes
3866,60,9,1,1,0,116,0,0,0,11,1,329,2,181,8,2,yes
10753,32,1,2,1,0,435,1,0,2,21,8,373,2,-1,0,3,no
10732,32,9,1,1,0,1119,0,0,0,19,9,371,2,-1,0,3,no
5480,45,5,2,1,1,86,0,0,0,21,9,64,5,-1,0,3,no
8238,46,4,1,2,0,16,1,0,0,6,8,304,1,-1,0,3,no
3940,46,8,2,3,0,1527,0,0,0,8,11,358,3,184,1,2,yes
7360,47,9,1,1,0,0,0,0,2,11,9,74,1,-1,0,3,no
5725,32,0,1,1,0,337,0,0,0,15,8,51,3,368,1,0,no
8305,48,5,1,2,0,4,0,1,0,23,5,70,5,-1,0,3,no
